FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
169752|Little Field Draw|Valley|CO|08|Moffat|081|405600N|1072350W|40.9332999|-107.3972841|405635N|1072012W|40.9430222|-107.3367269|2192|7192|Bakers Peak|10/13/1978|
169753|Mud Spring Draw|Valley|CO|08|Moffat|081|405541N|1073424W|40.9280218|-107.5734003|404628N|1073705W|40.7744127|-107.6181244|1973|6473|Fortification NE|10/13/1978|
169754|Willow Creek|Stream|WY|56|Carbon|007|410133N|1073257W|41.0258333|-107.5491667|404829N|1072403W|40.8080244|-107.4008955|1940|6365|Dixon|10/13/1978|11/14/2007
169755|Pitt Draw|Valley|UT|49|Daggett|009|404715N|1090525W|40.7874606|-109.0904015|404743N|1090229W|40.7952778|-109.0413889|2021|6630|Swallow Canyon|10/13/1978|12/13/2010
169757|Beaver Creek|Stream|CO|08|Moffat|081|404954N|1090214W|40.8316272|-109.0373435|405852N|1085719W|40.9810709|-108.9553956|1637|5371|Swallow Canyon|10/13/1978|
169758|Marshall Draw|Valley|UT|49|Daggett|009|404625N|1090602W|40.7735717|-109.1006798|404621N|1090200W|40.772449|-109.033427|2042|6699|Swallow Canyon|10/13/1978|12/13/2010
169759|Spitzie Place|Locale|CO|08|Moffat|081|405210N|1085659W|40.8694052|-108.9498402|||||1844|6050|Lodore School|10/13/1978|
169760|Calloway Place|Locale|CO|08|Moffat|081|405119N|1085559W|40.8552388|-108.933173|||||1770|5807|Lodore School|10/13/1978|
169761|Hog Lake|Lake|CO|08|Moffat|081|405014N|1085928W|40.8372588|-108.9909766|||||1634|5361|Lodore School|10/13/1978|01/18/2013
169762|Flynn Bottom|Bend|CO|08|Moffat|081|404941N|1085932W|40.8280163|-108.9923416|||||1636|5367|Lodore School|10/13/1978|
169763|Warren Bottom|Bend|CO|08|Moffat|081|404911N|1085821W|40.8196832|-108.9726187|||||1633|5358|Lodore School|10/13/1978|
169764|Spitzie Bottom|Bend|CO|08|Moffat|081|404922N|1085751W|40.8227388|-108.9642851|||||1633|5358|Lodore School|10/13/1978|
169765|Browns Park National Wildlife Refuge|Park|CO|08|Moffat|081|404834N|1085656W|40.8094057|-108.9490069|||||1632|5354|Lodore School|10/13/1978|
169766|JS Hoy Bottom|Bend|CO|08|Moffat|081|404802N|1085636W|40.800517|-108.9434512|||||1635|5364|Lodore School|10/13/1978|
169767|Nelson Bottom|Bend|CO|08|Moffat|081|404819N|1085532W|40.8052394|-108.9256728|||||1633|5358|Lodore School|10/13/1978|
169768|Watson Place|Locale|CO|08|Moffat|081|404803N|1085502W|40.800795|-108.9173393|||||1630|5348|Lodore School|10/13/1978|
169769|Goodman Gulch|Valley|CO|08|Moffat|081|404835N|1085501W|40.8096838|-108.9170614|405308N|1085125W|40.8855171|-108.8570595|1635|5364|Lodore School|10/13/1978|
169770|Sterling Spring|Spring|CO|08|Moffat|081|404922N|1085304W|40.8227803|-108.8844526|||||1717|5633|Lodore School|10/13/1978|04/18/2011
169771|Sterling Place|Locale|CO|08|Moffat|081|404914N|1085331W|40.8205173|-108.8920606|||||1696|5564|Lodore School|10/13/1978|
169772|Harry Holy Bottom|Bend|CO|08|Moffat|081|405438N|1084749W|40.9105173|-108.7970577|||||2221|7287|Sparks|10/13/1978|
169773|Two Bar Ranch|Locale|CO|08|Moffat|081|404714N|1085342W|40.7871842|-108.8951162|||||1638|5374|Lodore School|10/13/1978|
169774|Lodore School|School|CO|08|Moffat|081|404649N|1085334W|40.7802399|-108.892894|||||1641|5384|Lodore School|10/13/1978|
169775|Allen Bottom|Bend|CO|08|Moffat|081|404639N|1085420W|40.777462|-108.9056722|||||1630|5348|Lodore School|10/13/1978|
169776|Grimes Bottom|Bend|CO|08|Moffat|081|404558N|1085351W|40.7660733|-108.8976163|||||1629|5344|Lodore School|10/13/1978|
169777|Wilson Place|Populated Place|CO|08|Moffat|081|404543N|1085337W|40.7619067|-108.8937274|||||1627|5338|Lodore School|10/13/1978|
169778|Vermillion Creek|Stream|CO|08|Moffat|081|404544N|1085312W|40.7621845|-108.8867827|410520N|1084722W|41.08885|-108.7895575|1627|5338|Lodore School|10/13/1978|05/03/2011
169779|Buffham Place|Locale|CO|08|Moffat|081|404519N|1085344W|40.7552401|-108.8956719|||||1627|5338|Lodore School|10/13/1978|
169780|Carr Place|Locale|CO|08|Moffat|081|404525N|1085408W|40.7569066|-108.9023388|||||1635|5364|Lodore School|10/13/1978|
169781|Chokecherry Draw|Valley|CO|08|Moffat|081|404848N|1085841W|40.8132943|-108.9781745|404633N|1090152W|40.7757942|-109.0312323|1647|5403|Lodore School|10/13/1978|
169782|Warren Draw|Valley|CO|08|Moffat|081|404810N|1085734W|40.8027391|-108.9595628|404508N|1090027W|40.7521834|-109.0076202|1645|5397|Lodore School|10/13/1978|
169783|Yellow Jacket Draw|Valley|CO|08|Moffat|081|404757N|1085820W|40.7991279|-108.9723411|404504N|1090110W|40.7510723|-109.0195652|1685|5528|Lodore School|10/13/1978|
169784|Davis Draw|Valley|CO|08|Moffat|081|404745N|1085629W|40.7957948|-108.9415067|404335N|1085913W|40.7263506|-108.9870638|1645|5397|Lodore School|10/13/1978|
169785|Hoy Draw|Valley|CO|08|Moffat|081|404707N|1085516W|40.7852396|-108.9212283|404456N|1085744W|40.7488506|-108.9623408|1644|5394|Lodore School|10/13/1978|
